CUST_ORD_NBR,SVC_LINE_NBR,SVC_NOTE_NBR,STR_LOC_ID,LAST_UPD_SNSH_ID,LAST_UPD_TS,SRC_CRT_TS,CRT_USER_AUD_ID,TKLR_BIN_CD,FLLW_UP_DT,CLS_DT,CLS_USER_AUD_ID,SRC_LAST_UPD_TS,SVC_NOTE_TXT,PREV_TKLR_BIN_CD,TBIN_UPD_USER_ID,TBIN_UPD_TS,CRT_SRC_MOD_ID,UPD_SRC_MOD_ID,ASSG_ASSOC_USER_ID,ACTV_FLG
666793,1,2,258,4657408,13May2016 18:46:52.659,06May2016 15:15:14.001,SYSCOM,4,,,,13May2016 6:10:55.891,** FROM VNDR ATTN:S0101 PRODUCT SHIPPED; EXPECTED DELIVERY ON 2016-05-08T00:00:00-0400 BOL# - 3560198441 PRO# - 1ZR13V020362649614,-1,,,SYSCOM,,,Y
660721,40,5,258,4657408,13May2016 18:46:52.664,08May2016 11:26:58.001,NJW5452,4,,,,13May2016 8:40:43.555,"Cust. said she already picked up these items after dealing with Cindy/D29, signed out and returned to the shelf, thanks",-1,,,,,,Y
667997,6,2,258,4643419,09May2016 18:53:46.049,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - This Order Status Has Been Successfully Updated To DONE.,-1,,,sv,,,Y
667997,1,1,258,4643419,09May2016 18:53:46.049,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - This Order Was Successfully Placed With The Vendor. Shipping Number =1NJB142627  0169924050,-1,,,sv,,,Y
667997,2,2,258,4643419,09May2016 18:53:45.989,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - This Order Status Has Been Successfully Updated To DONE.,-1,,,sv,,,Y
667997,1,2,258,4643419,09May2016 18:53:45.978,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - The Delivery Has Been Successfully Scheduled. Delivery Date = Fri May 13 00:00:00 EDT 2016,-1,,,sv,,,Y
667997,2,1,258,4643419,09May2016 18:53:45.993,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - This Order Was Successfully Placed With The Vendor. Shipping Number = 667997,-1,,,sv,,,Y
667997,1,3,258,4643419,09May2016 18:53:45.997,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - This Order Status Has Been Successfully Updated To DONE.,-1,,,sv,,,Y
667997,6,1,258,4643419,09May2016 18:53:45.999,09May2016 16:57:57.001,ApplOE,2,09May2016,09May2016,ApplOE,09May2016 12:58:02.743,Appliance Ordering System - This Order Was Successfully Placed With The Vendor. Shipping Number = 667997,-1,,,sv,,,Y
669201,2,1,258,4667948,16May2016 18:56:46.568,14May2016 19:25:06.001,JEO5130,4,,,,16May2016 7:16:17.954,"David/SSD Supervisor is getting with Dayzetta/Puller to get this dropped for a cust. p/u on 5/16 or 5/17, thanks",-1,,,,,,Y
669704,5,1,258,4671437,17May2016 18:49:53.601,17May2016 11:05:21.001,ApplOE,2,17May2016,17May2016,ApplOE,17May2016 7:05:32.139,Appliance Ordering System - This Order Was Successfully Placed With The Vendor. Shipping Number =1FJB017296  0031843764,-1,,,sv,,,Y
669704,1,1,258,4671437,17May2016 18:49:53.586,17May2016 11:05:21.001,ApplOE,2,17May2016,17May2016,ApplOE,17May2016 7:05:32.139,Appliance Ordering System - This Order Was Successfully Placed With The Vendor. Shipping Number = 669704,-1,,,sv,,,Y
669704,1,2,258,4671437,17May2016 18:49:53.604,17May2016 11:05:21.001,ApplOE,2,17May2016,17May2016,ApplOE,17May2016 7:05:32.139,Appliance Ordering System - The Delivery Has Been Successfully Scheduled. Delivery Date = Thu May 19 00:00:00 EDT 2016,-1,,,sv,,,Y
669704,1,3,258,4671437,17May2016 18:49:53.601,17May2016 11:05:21.001,ApplOE,2,17May2016,17May2016,ApplOE,17May2016 7:05:32.139,Appliance Ordering System - This Order Status Has Been Successfully Updated To DONE.,-1,,,sv,,,Y
669704,5,2,258,4671437,17May2016 18:49:53.600,17May2016 11:05:21.001,ApplOE,2,17May2016,17May2016,ApplOE,17May2016 7:05:32.139,Appliance Ordering System - This Order Status Has Been Successfully Updated To DONE.,-1,,,sv,,,Y
