CUST_ORD_NBR,SVC_LINE_NBR,SVC_NOTE_NBR,STR_LOC_ID,LAST_UPD_SNSH_ID,LAST_UPD_TS,SRC_CRT_TS,CRT_USER_AUD_ID,TKLR_BIN_CD,FLLW_UP_DT,CLS_DT,CLS_USER_AUD_ID,SRC_LAST_UPD_TS,SVC_NOTE_TXT,PREV_TKLR_BIN_CD,TBIN_UPD_USER_ID,TBIN_UPD_TS,CRT_SRC_MOD_ID,UPD_SRC_MOD_ID,ASSG_ASSOC_USER_ID,ACTV_FLG
589107,1,11,258,20150428,27Apr2015 13:26:50.503,10Apr2015 16:20:05.428,INSTLR,5,10Apr2015,14Apr2015,CMV407,14Apr2015 12:32:19.233,"**FROM D59 SVC PROV:WE HAVE NOT RECD 2ND SHIPMENT. WE ONLY HAVE ONE BLIND. LET ME KNOW, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,12,258,20150428,27Apr2015 13:26:50.480,14Apr2015 12:32:11.621,CMV407,3,,14Apr2015,LXW9523,14Apr2015 14:52:11.527,Remaining blinds will deliver via Fed Ex tomorrow,-1,,,,,,Y
589107,1,13,258,20150428,27Apr2015 13:26:50.481,16Apr2015 15:11:02.183,INSTLR,5,16Apr2015,16Apr2015,CMV407,16Apr2015 15:17:46.428,"**FROM D59 SVC PROV:CALLED AND LEFT A MESSAGE TO CALL ME BACK : JASON,PIRKLE",-1,,,,,,Y
589107,1,14,258,20150428,27Apr2015 13:26:50.480,16Apr2015 15:19:31.763,CMV407,11,16Apr2015,17Apr2015,RXB5688,17Apr2015 14:52:58.397,Ramona-see previous,-1,,,,,RXB5688,Y
589107,6,9,258,20150428,27Apr2015 13:26:50.521,21Apr2015 22:35:44.625,VNDR,4,,,,21Apr2015 22:35:44.625,** FROM VNDR ATTN: PRODUCT SHIPPED ON 04/21/2015 : BOL# - 017604518116132 CARRNM - RPS/FED X GROUND COMMERCIAL FREIGHT: PRO# - 017604518116132,-1,,,,,,Y
589107,1,15,258,20150428,27Apr2015 13:26:50.503,23Apr2015 13:32:44.545,INSTLR,5,23Apr2015,24Apr2015,CMV407,24Apr2015 7:44:17.187,"**FROM D59 SVC PROV:UPLOADED WAIVER AND REPAIR FORM : PATRICIA,SMITH",-1,,,,,,Y
589107,6,10,258,2486076,01May2015 14:51:54.024,27Apr2015 22:36:23.268,VNDR,4,,,,27Apr2015 22:36:23.268,** FROM VNDR ATTN: PRODUCT SHIPPED ON 04/26/2015 : BOL# - 017604518234072 CARRNM - RPS/FED X GROUND COMMERCIAL FREIGHT: PRO# - 017604518234072,-1,,,,,,Y
589107,8,1,258,2486076,01May2015 14:51:54.064,29Apr2015 23:14:47.229,VNDR,4,,,,29Apr2015 23:14:47.229,** FROM VNDR ATTN: PRODUCT SHIPPED ON 04/29/2015 : BOL# - 373609583902355 CARRNM - RPS/FED X GROUND COMMERCIAL-ZJ MEM FREIGHT: PRO# - 373609583902355,-1,,,,,,Y
589107,8,2,258,3390767,08May2015 18:27:43.646,01May2015 13:33:49.924,CMV407,11,05May2015,08May2015,CMV407,08May2015 12:07:08.877,Riaz-check SWF website for tracking,-1,,,,,CMV407,Y
589107,1,16,258,3375515,04May2015 18:30:42.290,01May2015 15:40:40.499,INSTLR,5,01May2015,04May2015,CMV407,04May2015 8:07:30.591,"**FROM D59 SVC PROV:JUST RECIEVED 3 MOTORIZED SHADES.   THOSE TO INSTALL ARE $50 EACH.    WE QUOTE THOSE.    WE DID NOT MEASURE FOR MOTORIZED. : JASON,PIRKLE",-1,,,,,,Y
589107,1,17,258,3375515,04May2015 18:30:42.252,01May2015 15:41:10.437,INSTLR,5,01May2015,04May2015,CMV407,04May2015 8:07:20.905,"**FROM D59 SVC PROV:SO,  PO SHOULD BE FOR PAY FOR 9 SHADES AND THEN 3 MOTORIZED AT $50 EACH. : JASON,PIRKLE",-1,,,,,,Y
589107,1,18,258,3375515,04May2015 18:30:42.243,01May2015 15:44:12.047,INSTLR,5,01May2015,04May2015,CMV407,04May2015 8:07:13.104,"**FROM D59 SVC PROV:PO NEEDS TO HAVE 3 LADDERS. ITS PAYING FOR 2.... : JASON,PIRKLE",-1,,,,,,Y
589107,8,3,258,3379325,05May2015 18:31:58.464,05May2015 10:06:44.894,CMV407,4,,,,05May2015 10:06:44.894,ETA 5/5,-1,,,,,,Y
589107,1,19,258,3379325,05May2015 18:31:58.464,05May2015 11:35:47.226,INSTLR,5,05May2015,05May2015,CMV407,05May2015 11:41:09.100,"**FROM D59 SVC PROV:CALLED AND LEFT A MESSAGE FOR THE CUSTOMER TO CALL ME BACK. : JASON,PIRKLE",-1,,,,,,Y
589107,7,2,258,3402134,11May2015 18:30:40.820,08May2015 12:06:47.768,CMV407,11,08May2015,11May2015,CMV407,11May2015 10:55:02.566,Saumi-install date?,-1,,,,,CMV407,Y
589107,1,20,258,3398313,10May2015 18:31:39.100,08May2015 15:19:16.300,INSTLR,5,08May2015,10May2015,SAM5433,10May2015 10:34:06.219,"**FROM D59 SVC PROV:SCHEDULED FOR TUE 5/12/2015 : JASON,PIRKLE",-1,,,,,,Y
589107,1,21,258,3417501,15May2015 18:27:15.030,14May2015 16:04:00.636,INSTLR,5,14May2015,15May2015,CMV407,15May2015 7:55:42.995,"**FROM D59 SVC PROV:UPLOADED WAIVER. REPAIR FORM ATTACHED. PLEASE ADVISE, THANKS! ALSO SEEMS WE ARE MISSING 1- MORE LADDER FEE. LET ME KNOW, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,22,258,3439959,21May2015 18:29:30.862,15May2015 7:55:32.760,CMV407,11,15May2015,21May2015,RXB5688,21May2015 9:42:06.825,Ramona-see previous and advise. I printed the repair order too.,-1,,,,,RXB5688,Y
589107,1,23,258,3417501,15May2015 18:27:15.030,15May2015 14:54:17.003,RXB5688,3,,15May2015,LXW9523,15May2015 16:00:47.658,"Jason, I requested three battery install kits instead of the four that Jimmy requested because the customer only order three motorized blinds.  BBN should received these kits on Thursday, 5/21.",-1,,,,,,Y
589107,1,24,258,3427272,18May2015 7:40:59.726,15May2015 16:00:38.286,INSTLR,5,15May2015,18May2015,CMV407,18May2015 6:40:36.217,"**FROM D59 SVC PROV:OKAY, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,25,258,3467021,28May2015 18:24:15.790,27May2015 10:41:05.846,INSTLR,5,27May2015,28May2015,CMV407,28May2015 8:37:46.286,"**FROM D59 SVC PROV:HI- DO WE HAVE A NEW TRIP TO GO OUT ON THIS JOB FOR THE BATTY KITS AND LADDER FEES. PLEASE LET ME KNOW ON THIS. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,26,258,3467021,28May2015 18:24:15.790,27May2015 10:42:06.386,INSTLR,5,27May2015,28May2015,CMV407,28May2015 8:37:56.529,"**FROM D59 SVC PROV:ALSO - STILL MISSING 1 MORE LADDER FEE FROM ORIG INSTALL. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,27,258,3467021,28May2015 18:24:15.790,28May2015 8:39:40.004,CMV407,3,,28May2015,LXW9523,28May2015 12:59:24.642,Customer may be reselecting because the color on the original order is no longer available. We'll addresss all of the labor issues when she decides how she wants to move forward,-1,,,,,,Y
589107,9,1,258,3467021,28May2015 18:24:15.790,28May2015 8:42:48.643,CMV407,3,,28May2015,LXW9523,28May2015 10:47:07.389,Here's the addtional ladder charge for the first install,-1,,,,,,Y
589107,9,2,258,3467021,28May2015 18:24:15.759,28May2015 10:47:23.120,INSTLR,5,28May2015,28May2015,CMV407,28May2015 14:57:19.516,"**FROM D59 SVC PROV:GOT IT, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,28,258,3467021,28May2015 18:24:15.790,28May2015 13:00:29.344,INSTLR,5,28May2015,28May2015,CMV407,28May2015 14:57:09.172,"**FROM D59 SVC PROV:HI- SO ARE WE HOLDING OFF ON THE MOTORIZED BATTERY KITS? LET ME KNOW, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,9,3,258,3467021,28May2015 18:24:15.774,28May2015 14:57:00.522,CMV407,11,28May2015,28May2015,RXB5688,28May2015 15:29:27.769,Ramona-please see previous notes and respond to the installer,-1,,,,,RXB5688,Y
589107,10,1,258,3470717,29May2015 18:21:14.485,29May2015 11:06:00.689,CMV407,3,,29May2015,LXW9523,29May2015 12:55:52.700,Lashinda-here's the trip charge for the battery packs.,-1,,,,,,Y
589107,10,2,258,3474574,30May2015 18:23:39.722,29May2015 11:07:05.389,CMV407,11,29May2015,30May2015,RXB5688,30May2015 12:47:49.480,Ramona-please call vendor for an RGA for the $50 trip charge that we have because the battery packs were missing,-1,,,,,RXB5688,Y
589107,10,3,258,3587519,02Jul2015 18:23:51.292,29May2015 12:55:02.891,CMV407,11,30Jun2015,02Jul2015,CMV407,02Jul2015 11:45:36.990,Saumi-process trip charge RGA,-1,,,,,CMV407,Y
589107,10,4,258,3470717,29May2015 18:21:14.491,29May2015 12:56:19.078,INSTLR,5,29May2015,29May2015,CMV407,29May2015 13:41:37.343,"**FROM D59 SVC PROV:THANKS, SO IS THIS OKAY TO SCHEDULE? ARE WE WAITING FOR CUSTOMER ON COLOR? LET ME KNOW, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,10,5,258,3470717,29May2015 18:21:14.629,29May2015 13:41:13.477,CMV407,3,,29May2015,LXW9523,29May2015 15:02:32.751,Yes please schedule. We are going to be reordering 6 blinds in a different color due to the customer's concerns about the cords. The current color has been discontinued. What fun!!,-1,,,,,,Y
589107,10,6,258,3482233,01Jun2015 18:21:01.889,29May2015 15:02:50.500,INSTLR,5,29May2015,01Jun2015,SAM5433,01Jun2015 9:22:11.846,"**FROM D59 SVC PROV:LOL! WILL LET YOU KNOW WHEN SET. : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,1,29,258,3493773,04Jun2015 18:21:28.767,03Jun2015 11:25:43.123,INSTLR,5,03Jun2015,04Jun2015,SAM5433,04Jun2015 9:26:30.643,"**FROM D59 SVC PROV:CALLED AND LEFT  A MESSAGE TO CALL ME BACK : JASON,PIRKLE",-1,,,,,,Y
589107,1,30,258,3493773,04Jun2015 18:21:28.787,03Jun2015 13:38:55.124,INSTLR,5,03Jun2015,04Jun2015,SAM5433,04Jun2015 9:26:21.882,"**FROM D59 SVC PROV:SCHEDULED FOR WED 6/10/2015 : JASON,PIRKLE",-1,,,,,,Y
589107,1,31,258,3517410,11Jun2015 18:21:48.666,11Jun2015 10:33:22.986,INSTLR,5,11Jun2015,11Jun2015,CMV407,11Jun2015 13:27:03.579,"**FROM D59 SVC PROV:UPLOADED WAIVER 6/11/15. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,7,3,258,3517410,11Jun2015 18:21:48.666,11Jun2015 10:36:06.333,INSTLR,5,11Jun2015,11Jun2015,CMV407,11Jun2015 13:26:50.748,"**FROM D59 SVC PROV:UPLOADED WAIVER 6/11/15. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,9,4,258,3517410,11Jun2015 18:21:48.668,11Jun2015 10:37:54.403,INSTLR,5,11Jun2015,11Jun2015,CMV407,11Jun2015 13:26:43.446,"**FROM D59 SVC PROV:UPLOADED WAIVER 6/11/15. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,11,1,258,3529663,15Jun2015 9:39:37.635,12Jun2015 10:32:37.651,CMV407,11,12Jun2015,15Jun2015,RXB5688,15Jun2015 8:49:49.708,Ramona-the blinds have an expected delivery date of 6/17,-1,,,,,RXB5688,Y
589107,11,2,258,3561228,24Jun2015 18:20:11.095,22Jun2015 13:39:06.969,CMV407,11,22Jun2015,24Jun2015,RXB5688,24Jun2015 12:56:07.309,Ramona-the blinds are still in production and are estimated to ship from California on 6/25,-1,,,,,RXB5688,Y
589107,11,3,258,3559737,24Jun2015 7:31:49.628,23Jun2015 22:34:43.155,VNDR,4,,,,23Jun2015 22:34:43.155,** FROM VNDR ATTN: PRODUCT SHIPPED ON 06/23/2015 : BOL# - 017604519552939 CARRNM - RPS/FED X GROUND COMMERCIAL FREIGHT: PRO# - 017604519552939,-1,,,,,,Y
589107,11,4,258,3601030,06Jul2015 18:26:20.830,26Jun2015 12:07:20.498,RXB5688,11,30Jun2015,06Jul2015,RXB5688,06Jul2015 15:18:29.421,"6/30, follow up on blind delivery",-1,,,,,RXB5688,Y
589107,1,32,258,3587519,02Jul2015 18:23:51.251,02Jul2015 11:21:11.867,RTN01,5,02Jul2015,02Jul2015,CMV407,02Jul2015 11:37:19.579,CMV407 Returned S06 Merchandise at Customer,-1,,,,,,Y
589107,6,11,258,3587519,02Jul2015 18:23:51.294,02Jul2015 11:27:42.557,CMV407,4,,,,02Jul2015 11:27:42.557,RGA # 3375009 for lines SO601 thru 605 and 610,-1,,,,,,Y
589107,10,7,258,3631165,15Jul2015 18:19:36.507,10Jul2015 14:59:14.986,RXB5688,11,13Jul2015,15Jul2015,CMV407,15Jul2015 11:39:27.013,"Claudia, installation pricing: $7 each for blind removal, $7 each for haul away, $50 each for motorized and $19 for ladder.",-1,,,,,CMV407,Y
589107,10,8,258,3614191,10Jul2015 18:19:49.023,10Jul2015 15:06:00.940,RXB5688,4,,,,10Jul2015 15:06:00.940,Contact Leon with Bail and asked him to contact customer about programming the motorized control.,-1,,,,,,Y
589107,13,1,258,3631165,15Jul2015 18:19:36.512,15Jul2015 11:39:15.375,CMV407,3,,15Jul2015,LXW9523,15Jul2015 16:22:11.066,"Lashonda-here's a new PO that I believe covers everything that you need for the install of the replacements. If there's anything that I missed please let me know and call the customer to schedule. Thanks, Claudia",-1,,,,,,Y
589107,13,2,258,3634453,16Jul2015 18:19:06.205,15Jul2015 16:22:36.066,INSTLR,5,15Jul2015,16Jul2015,CMV407,16Jul2015 8:21:50.270,"**FROM D59 SVC PROV:CLAUDIA- ARE WE DOING THE HIGH WINDOWS? LET ME KNOW, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,13,3,258,3634453,16Jul2015 18:19:06.212,16Jul2015 8:21:41.445,CMV407,3,,16Jul2015,LXW9523,16Jul2015 8:56:22.518,I believe so. Can we do a change order after the install? Home Depot is covering the expense.,-1,,,,,,Y
589107,13,4,258,3634453,16Jul2015 18:19:06.193,16Jul2015 8:57:02.022,INSTLR,5,16Jul2015,16Jul2015,CMV407,16Jul2015 11:25:02.678,"**FROM D59 SVC PROV:THANKS, HAD TO KNOW ON LADDERS SO CAN LET INSTALLER KNOW. WILL LET YOU KNOW WHEN SET. LET ME KNOW ON LADDERS LATER. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,13,5,258,3634453,16Jul2015 18:19:06.212,16Jul2015 11:24:56.081,CMV407,3,,16Jul2015,LXW9523,16Jul2015 12:11:48.885,Perfect!! I'm anxious to get her scheduled before something else changes.,-1,,,,,,Y
589107,13,6,258,3647988,20Jul2015 18:27:40.874,20Jul2015 13:51:27.547,INSTLR,5,20Jul2015,20Jul2015,CMV407,20Jul2015 15:27:22.791,"**FROM D59 SVC PROV:SCHEDULED FOR THURSDAY 7/27/2015 : JASON,PIRKLE",-1,,,,,,Y
589107,14,1,258,3658175,23Jul2015 18:23:50.881,23Jul2015 14:31:26.826,DRL1707,4,,,,23Jul2015 14:31:26.826,7/23... Cancel Installer Pickup Line Status From Done.. The installer did not take the blinds... The blind are located in Sd-23...,-1,,,,,,Y
589107,13,7,258,3678129,29Jul2015 18:21:21.380,28Jul2015 15:33:11.677,INSTLR,5,28Jul2015,29Jul2015,CMV407,29Jul2015 7:45:58.350,"**FROM D59 SVC PROV:UPLOADED WAIVER 7/28/15. REPAIR FORM ATTACHED. PLEASE ADVISE, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,11,5,258,3678129,29Jul2015 18:21:21.379,29Jul2015 7:45:46.938,CMV407,11,29Jul2015,29Jul2015,RXB5688,29Jul2015 12:23:02.144,Ramona-please call and get an RGA for the damaged blinds and the trip charge,-1,,,,,RXB5688,Y
589107,13,8,258,3678129,29Jul2015 18:21:21.377,29Jul2015 7:48:05.949,CMV407,3,,29Jul2015,LXW9523,29Jul2015 12:07:26.599,Lashonda-I key rec'd the install line and added a trip charge PO with 2  ladder charges. New blinds are shipping to BBN,-1,,,,,,Y
589107,13,9,258,3678129,29Jul2015 18:21:21.379,29Jul2015 12:07:38.393,INSTLR,5,29Jul2015,29Jul2015,CMV407,29Jul2015 12:08:01.630,"**FROM D59 SVC PROV:OKAY, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,15,1,258,3701734,05Aug2015 18:19:27.486,30Jul2015 12:42:20.962,RXB5688,11,05Aug2015,05Aug2015,RXB5688,05Aug2015 14:18:24.135,"8/5, follow up on Saumi blind replacement order.",-1,,,,,RXB5688,Y
589107,15,2,258,3683351,31Jul2015 7:31:45.238,30Jul2015 22:39:54.142,VNDR,4,,,,30Jul2015 22:39:54.142,** FROM VNDR ATTN: PRODUCT SHIPPED ON 07/30/2015 : BOL# - 017604520325973 CARRNM - RPS/FED X GROUND COMMERCIAL FREIGHT: PRO# - 017604520325973,-1,,,,,,Y
589107,16,1,258,3701734,05Aug2015 18:19:27.511,05Aug2015 10:32:54.342,INSTLR,5,05Aug2015,05Aug2015,CMV407,05Aug2015 15:06:30.868,"**FROM D59 SVC PROV:CLAUDIA- ORIG BLINDS FIELD DESTROY? LET ME KNOW, THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,16,2,258,3701734,05Aug2015 18:19:27.513,05Aug2015 14:16:41.399,RXB5688,3,,05Aug2015,LXW9523,05Aug2015 15:35:38.938,"8/5, I was informed by Bali that you received the replacement blinds for Saumi on yesterday, 8/4.  When you reschedule the installation with her, please pick up the remainding blinds located at the service desk.",-1,,,,,,Y
589107,16,3,258,3701734,05Aug2015 18:19:27.485,05Aug2015 15:07:25.577,CMV407,3,,05Aug2015,LXW9523,05Aug2015 15:35:50.636,Lashonda-they are a field destroy,-1,,,,,,Y
589107,16,4,258,3705105,06Aug2015 18:21:39.476,05Aug2015 15:36:20.804,INSTLR,5,05Aug2015,06Aug2015,CMV407,06Aug2015 8:30:32.982,"**FROM D59 SVC PROV:HI- WHAT ARE WE PICKING UP?? NEED $25 PO TO P/U. LET ME KNOW MORE ON THIS. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,16,5,258,3705105,06Aug2015 18:21:39.296,06Aug2015 8:30:24.952,CMV407,3,,06Aug2015,LXW9523,06Aug2015 10:35:43.283,Lashonda-these are the blinds that the installer didn't take with him the first time he was here because 2 were damaged as we discussed yesterday afternoon.,-1,,,,,,Y
589107,16,6,258,3705105,06Aug2015 18:21:39.520,06Aug2015 10:36:04.255,INSTLR,5,06Aug2015,06Aug2015,CMV407,06Aug2015 11:17:24.627,"**FROM D59 SVC PROV:I PUT THE NOTE IN BEFORE I CALLED YOU. THANKS! : LASHONDA,WILLIAMS",-1,,,,,,Y
589107,16,7,258,3722287,11Aug2015 18:23:37.073,11Aug2015 10:13:44.350,INSTLR,5,11Aug2015,11Aug2015,CMV407,11Aug2015 13:19:42.993,"**FROM D59 SVC PROV:CALLED AND LEFT A MESSAGE TO CALL ME BACK. : JASON,PIRKLE",-1,,,,,,Y
589107,13,10,258,3725642,12Aug2015 18:23:42.321,12Aug2015 13:13:50.276,INSTLR,5,12Aug2015,12Aug2015,CMV407,12Aug2015 13:40:20.891,"**FROM D59 SVC PROV:SCHEDULED FOR MONDAY 8/17/2015 : JASON,PIRKLE",-1,,,,,,Y
589107,14,2,258,3742719,17Aug2015 18:26:37.285,17Aug2015 10:46:50.085,ACW178,4,,,,17Aug2015 10:46:50.085,3 boxes located sd-23. please see Ramona.,-1,,,,,,Y
589107,16,8,258,3759714,22Aug2015 18:19:51.878,21Aug2015 6:56:48.706,CMV407,11,21Aug2015,22Aug2015,RXB5688,22Aug2015 10:56:55.632,Ramona-please follow up re: these issues and let me know the status.,-1,,,,,RXB5688,Y
589107,13,11,258,3796891,02Sep2015 18:25:04.853,01Sep2015 11:11:24.392,INSTLR,5,01Sep2015,02Sep2015,CMV407,02Sep2015 7:34:29.373,"**FROM D59 SVC PROV:CUSTOMER IS LOOKING FOR AN UPDATE ON HIS BLINDS. : JASON,PIRKLE",-1,,,,,,Y
589107,16,9,258,3796891,02Sep2015 18:25:04.618,01Sep2015 14:17:40.241,GXN6917,3,,02Sep2015,JXP9970,02Sep2015 8:42:15.301,"Customer called, she stated she received her remote and is ready to be scheduled for an install...Please call customer to schedule install",-1,,,,,,Y
589107,16,10,258,3803809,04Sep2015 18:24:26.016,01Sep2015 14:20:08.924,GXN6917,11,02Sep2015,04Sep2015,RXB5688,04Sep2015 14:28:41.390,Ramona: Customer called very upset about how long it has been for her install to happen..please give customer a call..she said she has received her remote.....,-1,,,,,RXB5688,Y
589107,16,11,258,3796891,02Sep2015 18:25:04.610,02Sep2015 8:42:09.076,INSTLR,5,02Sep2015,02Sep2015,CMV407,02Sep2015 11:48:11.528,"**FROM D59 SVC PROV:WILL WORK ON A DATE : JASON,PIRKLE",-1,,,,,,Y
589107,15,3,258,3796891,02Sep2015 18:25:04.618,02Sep2015 10:39:44.921,RXB5688,11,02Sep2015,02Sep2015,CMV407,02Sep2015 11:48:22.235,"Claudia, spoke with Jason BBN for Saumi installation date which is 9/8 from 10 am to 1 pm.",-1,,,,,CMV407,Y
